ID_Transacao,ID_Cliente,Estabelecimento,Segmento,DataHora,Valor,Fraude
3f161bd4-cc9c-4c8e-94be-398fd03d7e39,8675cfd7-a6f8-40d7-bb7b-bf960c9f54f4,Aparecida da Mata S.A.,Livraria,2024-05-14 22:38:45,10.23,0
388db920-a32f-456c-9f07-64c3c0eaea2a,4b7000ca-11e6-4669-936a-7d88c4fa6670,Melo - EI,Oficina Mecânica,2023-05-11 07:54:02,5.96,0
09f3c050-af32-472d-a8ee-75fd9c9309c9,77763d03-474e-4046-ba4b-5aedf93b0fc5,Vasconcelos e Filhos,Seguros,2023-03-05 18:53:53,29.29,0
6fb2a16d-6468-44d4-8c6a-ed7c6048eadc,7d2f1142-f76f-4192-9a40-98d448d0057a,Freitas Ltda.,Supermercado,2025-02-14 23:47:41,65.74,0
5b09ac63-55a2-4959-b356-ab8bc16d21ea,fe97f8b9-db2e-42a6-b447-35f83f257b2d,Fernandes S.A.,Pet Shop,2023-08-08 06:26:07,3.69,0
7ca92849-9964-469d-964f-71697b6f6cc7,ef843e60-4314-45d9-8767-4080691e8adf,Moreira - EI,Loja de Conveniência,2024-11-30 19:55:27,116.6,0
893a5ae2-915c-4ed2-bc9a-88d1946596e9,4d2ebab6-20ab-49c9-98e7-301c8ec3ee11,Teixeira Costa S/A,Oficina Mecânica,2023-10-30 04:11:37,15.32,1
a9025725-a73b-4851-ae22-9976b93c326c,1123c929-4f85-4c8e-89cf-936ff8ac9840,Vargas Melo - ME,Delivery,2024-10-10 22:25:40,21.78,0
cc3fbf37-59db-46f8-8524-6bb1ac7a34cb,8388e151-6d4f-4ef9-a23f-57b2e0387921,Rezende Moura S/A,Concessionária,2025-02-04 08:15:47,3.63,0
f57370a7-4d41-42fb-87db-e11251b017fe,25fb9d12-731e-4182-b977-dd8ce343767e,Barbosa,Loja de Conveniência,2024-08-07 04:12:00,10.45,0
b64fe4a2-bffa-4011-89e2-02ec8429ff0f,000fd987-ee0f-40b1-8066-57223f183674,Andrade - EI,Livraria,2023-12-26 22:20:46,22.95,0
c9960dfb-2df5-4c7d-871f-0aa704c5645b,ee6ef7c0-8a47-43c1-a56e-d87e99e0924d,Duarte,Companhia Aérea,2023-08-11 07:33:39,5.05,0
23f09c07-c4a5-4d84-b175-025eb9cbe797,c5410ecf-e631-4445-9ff3-048fe0d184a0,Lopes,Padaria,2023-11-24 10:08:56,31.53,0
752a07ec-acab-41d3-a4c3-5f58a6fff51f,a35d48b0-7c1b-4f3c-a0a8-ff91b5e73f09,Santos Novaes Ltda.,Seguros,2023-03-07 02:59:27,9.77,0
078ebc85-cff8-42b7-8c1f-4b16af4de17b,66b5dc5f-5b07-4642-a893-47f70f562264,Porto S.A.,Posto de Combustível,2023-07-30 23:10:40,163.07,0
47528294-2a52-41dc-8f60-ef4ddb5634f3,cfa1ccae-482f-4a18-8a64-183fb26fe18c,da Rocha,Concessionária,2023-05-06 06:59:06,9.76,0
51150e4a-1667-47ea-88ce-530ca313b660,9836eb91-ae7d-40ab-a1df-6c426e0e75e9,Santos,Loja de Conveniência,2024-05-18 17:01:31,185.44,0
3b0ec9b8-908e-49a7-a18e-f8d26d259918,736aaf9a-f03b-47a6-8a2a-1f861ef1f3c9,Siqueira,Teatro,2025-02-05 12:44:56,19.76,0
f9a00000-f0f0-42c5-963c-ae552f1895e6,34412383-656a-4d15-9bd4-ee04a01f8a8f,Pimenta,Seguros,2023-10-11 23:33:52,5.64,0
21899354-24bd-47ff-be0e-02a68424cfae,64623770-6213-4d49-af7a-3b360d4ee767,da Paz Silva S.A.,Mercado Livre,2024-12-19 19:39:50,53.9,0
13cfd26d-7379-4349-ac2c-f537e7391db1,55d4f9e1-032f-4542-9443-422d57593515,Cavalcante,E-commerce,2023-12-02 18:36:02,48.48,0
65a8117d-91fc-4ba9-ab44-0f7949523073,03846b97-54b2-464a-a8f6-6724b7dead20,Freitas Viana - ME,Supermercado,2024-07-02 17:43:46,25.81,0
1bd5ac09-814b-40bc-b82b-e091b13e4abe,7d330efb-bf65-484a-b246-1e1f1cb99525,Machado da Mata - ME,Loja Online,2024-03-01 03:05:18,1.91,0
dbdee54b-2731-465e-8ae6-2dcdf3db515e,c96fb9da-e2d7-4db1-91e9-3be9470c82d3,da Mota,Companhia Aérea,2024-04-23 23:24:40,4.08,0
4d328e75-d7a0-4aad-a888-63a648e0f51b,447e3fe5-c2c8-44b4-bb66-90c78396e873,Cunha da Cunha Ltda.,Teatro,2023-03-18 20:53:15,25.44,0
ae1322bd-51cc-4a35-9d10-4bbf761f7cfd,ab3b2860-ab37-4da8-a0c5-868c0f003e6b,Moura,Teatro,2024-03-28 14:31:21,48.72,0
982c6db9-7454-41fd-a884-2715d4a99551,8a1f1294-8b5e-4eac-9890-06166e06a58a,Vieira Nascimento - EI,Loja de Conveniência,2023-09-03 06:10:50,24.67,0
c249f10c-47c9-4e48-bfe0-fbc0eee21268,06f15c64-a0d6-4358-834a-89771e2d2bd4,Nogueira S/A,Farmácia,2024-12-19 13:53:06,17.48,0
98ae06ec-867d-40e7-af0f-17d72463c5ae,62e29e39-9e62-4c0f-8c83-e0dc84bd20e4,Sales,Hotel,2025-02-02 09:37:44,74.39,0
d2238ede-157b-4632-b7bc-319ac4b95e6c,bf0a84e8-16f1-4145-879f-c74fc6f12539,Vargas,Hotel,2025-02-10 12:12:25,53.21,0
d604e8c0-1e6b-4608-bcf6-eece9df46827,865ec1a3-05c0-4b36-a22b-d42e980f87eb,Martins S/A,Companhia Aérea,2024-08-01 00:01:19,8.47,1
2ebf8c5b-97d4-4b93-9cde-84fe44cf4a2a,a994b8dd-6d49-4df2-8083-8b993277e95b,Santos,Delivery,2023-10-15 02:08:54,11.56,1
3235a50e-b049-48b5-b85b-88d151e10ca9,38d11d74-1db2-49d3-a01a-0dd80f68ec22,Lima Azevedo - EI,Eletrônicos,2024-10-18 13:12:21,71.42,0
76df279a-327a-421f-98cf-c29c6657b94a,39eb54e9-8b5f-4b72-897f-0d8808b6d492,Montenegro,Academia,2023-12-15 00:14:14,30.34,0
3ae0544c-4a35-41b1-9a1f-a247de4ff8c5,dc74aae4-40dc-4491-b409-9d99738ae0e4,Mendes,Farmácia,2024-08-12 16:34:49,35.84,0
b23865ae-2a69-4a55-8ba2-a25c619f4a1b,8ac05907-52db-4ef1-a775-165c267dcee6,Porto,Farmácia,2023-05-15 22:46:48,29.63,0
47bc1b12-238f-4230-a8a3-16c7846569ea,76a12615-aa69-429a-9089-41cb11fc4f6b,Sales e Filhos,Loja Online,2023-04-06 19:31:44,12.65,0
8cfcd6d1-68de-4f2a-bc84-26eb290646f7,ddd428e6-c394-411a-b799-536807c22fc0,Vargas,Supermercado,2023-10-06 13:42:28,8.91,0
3670e108-35e7-45a5-b4ef-73a13474a4dd,a1467b51-24bf-4d4c-a790-88e3db1694d9,Costela e Filhos,Farmácia,2023-10-24 12:11:18,41.85,0
9c9d83bb-3f40-4739-897b-4f0fb8b5b172,085d5c46-7df8-449e-a8cc-05126b219bee,Fogaça Mendonça S/A,Seguros,2024-11-21 04:50:04,69.21,0
b4bc6ebf-f7e8-463e-9e55-850eee59967e,6063da95-822e-42b3-9644-1accac6a881e,Cirino - ME,Hospital,2024-12-30 20:09:04,61.41,0
452bb3f0-ef4f-4527-9fd0-77cefcda9dce,bf0a84e8-16f1-4145-879f-c74fc6f12539,Machado,Cinema,2024-02-08 10:40:25,7.34,0
a61c6693-d807-402b-b954-437f2b56daa3,955e2015-e5ae-4446-a0d4-9b612f50a2d9,Fonseca S/A,Academia,2024-02-21 03:34:45,13.86,1
f0f213d3-286f-44af-bbc2-348c1d017312,54aa216f-7cb1-492f-9c5e-2386040f2ba8,Campos Ltda.,Oficina Mecânica,2023-07-01 18:28:40,29.89,0
9862adf9-f655-45b9-a81d-b463bf5f79f5,2c717cde-e22e-48d7-a7c4-a1c553634643,Rios Guerra e Filhos,E-commerce,2024-06-02 21:37:08,64.76,0
52063052-c5d8-403c-829d-70c09cd89999,81d02192-2261-4aa9-960d-03dd008f8034,Nunes S/A,Loja de Decoração,2024-12-13 19:38:05,181.24,0
49bee55f-aee3-4acf-867b-1aa80c2bcb4c,b82424cb-4baa-4006-9d89-9cf3cd8406c2,Pereira Silveira e Filhos,Cinema,2025-02-04 00:49:58,195.33,0
9550458a-94b9-4f6e-a36a-be4a1be7b784,cf97c0c2-b943-46b2-b898-a9f36d223d07,Alves,Hotel,2025-01-07 04:53:29,41.47,0
0232bf78-e279-4b16-b732-0bf56b7af0b3,57ebc268-8a4b-4e0d-9148-cd21adbc865b,Silveira Costa e Filhos,Hotel,2023-02-26 08:52:37,4.78,0
7e9ecb3b-649c-4ec5-bf2d-8a39bce20709,4a4596b4-ca18-428f-b377-d54287ba9355,Farias - ME,Delivery,2023-11-16 20:47:21,331.75,0
8ea32aa5-cabb-49fe-8691-44540c9e1b8f,168f8255-8895-439b-8d9b-3374fcb54a0e,da Mota e Filhos,Teatro,2024-12-28 22:54:07,102.26,0
438d02bc-ca42-4d94-b781-2e2d1928fc4d,2ecdeb2b-a314-44cb-9ae3-4a95d4af6856,Barros S/A,Livraria,2024-03-21 18:15:53,18.42,0
5b349a43-e5d5-4c6e-ae6b-39eea48672f3,b6104d18-0831-4575-af08-f46fc69e5883,Peixoto Montenegro - ME,Seguros,2023-10-11 22:39:20,66.97,0
51242e2e-db83-4ba5-ae1b-4ddc29f2268c,f46ef319-1e3d-400b-b842-9c2da51a48cb,da Costa,Farmácia,2023-09-21 23:25:43,443.83,0
464a2700-80a0-42af-9ba7-0e79915df5ea,e27596c1-fa71-4802-8659-3fa83eed039e,Porto e Filhos,Supermercado,2025-02-05 01:55:20,9.26,1
190729b6-a477-4fee-ae6b-31d1f2f252c7,b55168f4-5e66-4549-bd88-0af674d54b7d,Campos Leão Ltda.,Oficina Mecânica,2024-08-07 02:40:14,30.99,1
3e64c4d6-dc03-491a-b74c-4d25c3cffe72,386e8d48-f820-49a0-9435-399c6670a163,da Cruz,Loja de Conveniência,2023-08-15 16:02:54,127.19,0
c42dd94f-10c1-4f95-9859-d868acaea9cb,62e29e39-9e62-4c0f-8c83-e0dc84bd20e4,Moraes - ME,E-commerce,2024-05-25 14:06:02,19.24,0
2adf7c63-6ab6-49a7-bd32-1e303a93a704,4b3d9476-e244-49a9-b520-7fe3c22440bd,Pinto - ME,Farmácia,2023-09-19 04:47:47,2386.18,1
bd04c888-1155-4a54-940a-06e2383e7b09,5ccbacbc-68ce-448a-a354-781ce95ecb66,Sá - EI,Pet Shop,2024-09-02 20:58:11,0.87,1
7197f6df-ca98-4d38-b126-a67686785e91,03fabb2e-455d-42e1-9756-dc69a40bb870,da Paz Ltda.,Companhia Aérea,2025-01-11 20:55:09,53.85,0
54ae126e-a6a8-4b1f-9ed7-988d1d97f3e5,a7e18fe9-40a5-420f-a966-e8e1d9b301b0,Guerra,Restaurante,2023-03-23 10:33:28,22.3,0
8dcf1ccc-6c56-48a1-9d2d-32bf5e147358,06dbb356-1ed2-40d1-ada1-58c7f64dbd3a,Gomes,Seguros,2024-11-15 03:17:59,14.03,1
bc2fdce2-420c-4e28-b180-7a1412d0a907,7de5980f-b56a-4f41-89c4-831a2234f4f1,Pimenta,Eletrônicos,2025-02-11 02:10:59,22.42,0
e70b0a84-8ac2-4c3d-bee7-c7479ebcb5a2,bc96b3d0-de84-45cb-854f-41c1c74ba13c,Fogaça - EI,Loja Online,2023-08-28 05:29:50,35.47,0
785e538b-d8dd-4552-a2fc-844d0b2e86b8,4398d680-57e5-4964-964e-c73cc7ce2add,Gomes Ltda.,Oficina Mecânica,2024-07-09 06:18:11,15.43,0
0b6fa845-4ad6-4209-a352-aed97bbadfe1,c149900a-b482-4fef-b4bb-c3302751a87c,Câmara Silva S.A.,Restaurante,2024-01-18 01:08:47,322.8,0
d810bf65-d0b9-41af-8a30-3fb835637f0e,1964fd92-6cc5-400d-b820-699ac86c91dd,da Costa,Loja de Roupas,2025-02-07 02:54:27,118.33,1
fea79a85-3d20-4b19-a307-796f07ec795e,0ca8616c-4c8a-4693-8f24-c9eaa5ee7ac1,Rodrigues,Fast Food,2023-07-14 14:54:36,10.78,0
a59f6c54-99a2-45a7-84ce-bed4be2ab35d,027d91a1-c28d-4842-b330-f2eedec65f28,Andrade,Cinema,2024-11-20 22:25:09,7.61,0
f5eee77f-3e08-410c-8573-3e0fda0cc399,4a3ea749-6dd0-472a-8d18-6534583f813c,Moraes Nunes e Filhos,Cinema,2024-12-23 02:04:44,11.0,0
de2810d7-feb0-47ac-8c91-a87828e367c1,389aba27-b495-4c6a-a88d-3805d7b181ba,Macedo Albuquerque S/A,Padaria,2023-03-31 04:25:12,60.25,0
c2799ae6-f4fc-4b53-9ee6-aeefe97f95d0,a35d48b0-7c1b-4f3c-a0a8-ff91b5e73f09,da Cruz,Cinema,2024-01-24 10:09:01,29.8,0
a79c23e0-1424-42f4-9244-95570706df47,1f44b254-5630-427e-9fde-33a316677320,Casa Grande Ltda.,Teatro,2023-07-18 01:05:58,192.33,0
7f19b2be-9ad1-45ec-b433-043f2c720b9b,7a8f0aa5-1f24-4163-804e-528514ba5a49,Albuquerque Pimenta - ME,Hotel,2024-08-19 18:36:25,37.19,0
5cd46a34-4496-437d-b624-3b8478d6d336,6d2650b8-2f5d-47d9-9ece-8843c49cdf7e,Rodrigues,Mercado Livre,2024-02-05 15:13:51,22.57,0
83a61105-3ac8-43f8-ab3f-1d927b312d3b,9da4f5e4-e184-4551-90b8-8063530ed696,Cirino,Livraria,2024-06-22 03:01:10,1066.11,0
b559117a-3ec7-40bd-ba5d-7238225173ff,fa75df8f-9be7-406e-97b1-e282b8c6a327,Rezende S/A,Posto de Combustível,2024-04-19 20:55:01,8.65,0
2515cbd0-8ef9-428a-8ee6-b8856d290d77,2ecdeb2b-a314-44cb-9ae3-4a95d4af6856,da Cruz S/A,Restaurante,2025-02-17 02:23:17,13.56,0
186adb8a-06c3-40c9-b458-7a31a0e7a891,bc09c147-9371-4158-8519-e4fa26f6a7e1,Cavalcanti,Fast Food,2023-06-13 03:42:35,12.55,0
6a918cd0-a84a-4c1e-9c41-2193951b8b00,2c717cde-e22e-48d7-a7c4-a1c553634643,Martins,Companhia Aérea,2024-10-09 18:16:21,64.15,0
98022f50-5adb-459d-87d2-6df42c9e26bd,358672c4-93c2-49eb-8c84-63b1cd40e8f9,Casa Grande,Loja de Decoração,2024-01-16 03:22:59,541.12,0
2bac4e6e-3984-4a09-8500-5f4506e8f3ba,935a3281-411d-4321-a094-767a6f1c3dd6,Peixoto,Padaria,2023-09-01 01:02:09,27.47,0
ca50db29-0718-4c96-9faa-e4615cded9d0,8deb2268-2bb5-448d-99a2-eee0ebc7319c,da Mota - EI,Loja de Decoração,2024-08-06 00:50:39,20.21,0
88f6db1f-317e-40ed-9d5c-34da4e6707a2,1518f92d-0124-4260-8bac-98a4e48c03fe,Nunes,Eletrônicos,2024-12-11 13:58:06,15.16,0
07d9ccc4-0170-41e1-9523-b1e1a0f167a9,62e29e39-9e62-4c0f-8c83-e0dc84bd20e4,Sousa,Loja Online,2023-04-11 13:11:20,3.68,0
9fcbc4a6-0edb-4c34-b5ff-fc5b95f03fbc,d4419136-c03a-43d6-b0dd-b2e714c9ba4d,Mendonça,Loja de Decoração,2024-05-16 22:35:50,12.12,0
7aeafb4e-e441-4c2b-8a93-bae8c8c1309d,3d7079a8-c8be-46d1-accc-cf0fdfe7bbcf,Araújo,Livraria,2023-12-19 05:26:54,13.31,0
242de2e8-2b40-4a27-9c6b-3c3ddbf83191,8a81408f-84a8-4f17-bbbb-7f689ec7353f,Rodrigues Teixeira S/A,Delivery,2023-10-31 21:07:02,71.36,0
aad7dc92-f203-4f0f-952c-a418e61bd108,cf97c0c2-b943-46b2-b898-a9f36d223d07,Mendonça,Teatro,2024-07-17 02:34:40,16.55,0
9f9fa610-11e6-4c9e-9983-cc8a4c7b81d1,8c64826a-d12f-44d6-a28f-933b1436f0dc,Lopes,Loja de Decoração,2024-12-14 18:24:42,32.62,0
03630186-ec61-4fac-926e-2825460fc71c,5654f482-1c11-4696-980f-356304c75366,Cunha,Mercado Livre,2023-08-07 00:31:28,193.14,0
3f5bb299-db4c-4c55-88eb-bb08a6d758e4,0b2191a7-606e-4b8a-a457-2974b809102c,Nascimento,Hotel,2023-08-21 23:32:07,24.77,0
f8c02074-cf02-4d32-a549-099686a8eac1,1c590949-d7d9-4944-b983-cb7466323267,Albuquerque,Fast Food,2024-08-22 12:45:32,155.76,0
d1b5ca85-5008-4386-9e50-3ece3e8306f5,f796dc24-b33c-4828-9230-146141a0b608,Garcia,Pet Shop,2023-04-07 04:54:03,206.04,0
0c093fdc-90f2-4b40-a638-04cd0c0b6a29,9d0989fc-1232-47f6-97f3-eacf796ff9fc,da Cruz Machado S.A.,Loja Online,2024-06-08 13:30:03,2.01,0
4c2e9945-7e13-4c8e-9b7f-875324c71bc6,edf23009-850a-44c0-bd53-87c339e82480,da Luz,Farmácia,2024-07-15 06:16:25,316.45,0
1492af24-bf48-4c9a-9bf7-1950b6430315,63fb4841-dfa1-4527-8792-5b96b83d4ab9,Lima,Pet Shop,2024-05-15 09:44:29,21.59,0
1343cd67-35d6-47b7-91ca-0c8d362ddff4,a1d61c68-694e-42b6-8c53-d1877ce6946d,Ramos,Farmácia,2024-04-23 16:35:29,3373.04,0
9ce5395c-edea-4a66-b5db-982910cc2f32,5d8357a2-f515-4436-87ee-cbdd94457eeb,Nogueira Alves - ME,Concessionária,2024-01-05 13:03:32,15.95,0
bdf313d1-2461-4c8e-9b07-c70d45960a09,6b8da60b-067c-471e-9114-35eae8624f61,Macedo,Seguros,2023-08-21 05:25:10,28.84,0
f6717ca4-e4de-4917-9a23-1694784c0f2c,358672c4-93c2-49eb-8c84-63b1cd40e8f9,Siqueira,Concessionária,2024-12-05 07:05:54,19.27,0
ea227e11-cdcb-4667-84d6-1f723837f404,969653dd-c706-4a7d-83b1-d370e6f1553f,Gomes Ltda.,Cinema,2024-03-05 23:56:35,4.94,0
d9dae964-5c03-4355-b147-b17858c721e1,391118c6-028f-49cd-b948-8dfc07f4a30a,Montenegro,Seguros,2023-10-21 21:54:53,79.15,0
e696d704-ff62-4100-a126-9d80a853fb53,abc5155a-dc90-42dd-8097-3a8f7b546875,da Cruz,Seguros,2024-10-13 23:31:22,49.52,0
c81c63da-183f-4d04-b294-10e3bab7e821,d3e2eaf8-53b3-46b2-a2b0-728d02760c29,Cavalcanti Lima - ME,Academia,2024-11-10 21:02:23,51.9,0
26bf5dcd-896b-4895-a454-1a64e0ff29fd,bb75cbc5-9f5f-4379-b192-d91aaff409aa,Gonçalves Duarte Ltda.,Oficina Mecânica,2025-01-05 02:07:56,6.74,0
1bc5ec50-55a7-4de8-aa0f-f9a8095c7a7a,0972b35f-4661-45b9-8947-43aa3b92f801,da Mata Castro - ME,Teatro,2024-07-03 01:51:18,108.13,0
8c233d29-fb31-47e8-b8cc-3d0ffed201b7,5d23690d-7d91-44f7-984a-10a26f3aa2cd,Ramos e Filhos,Teatro,2024-05-07 03:05:38,3.74,0
71308af9-9031-45df-a933-8c1630d30121,8ee90a5a-3bfa-4be1-9a67-1c4cb6140662,da Mata,Pet Shop,2024-01-23 02:44:39,40.62,0
4937942b-b8f4-4ad7-8b53-5db0e710d01e,be718cd7-8174-44b2-bba3-3f0d667c3cb5,Teixeira,Posto de Combustível,2024-06-03 23:58:38,278.26,0
3c7370b0-d850-4e7a-b141-568f801c1ca3,01a2249e-9d12-4618-bc04-562dce3a2f2e,Araújo Silveira - ME,Eletrônicos,2023-06-04 23:17:39,6.12,0
1a457930-2cf0-4afc-8309-6fdf7509b47a,bf797992-c076-4c2d-b5a7-37ba99fa018a,Melo Macedo Ltda.,Fast Food,2023-10-31 23:59:26,10.18,0
ad58b1b6-3a51-4577-951a-8d174a4fd142,456cfd94-b318-4eb8-98c6-91d77c560ff8,Santos,Eletrônicos,2023-09-12 05:01:29,22.64,0
dc8ee37e-e5e2-46d9-a8c4-a30274bfa54b,b00a802d-0d3e-407f-b652-e5246ba029ca,Silva,Padaria,2023-08-01 19:04:35,10.98,0
d29b5994-3e3b-4aaa-81c5-d7234d8438b0,c7448652-6868-4eaa-8f68-61574fc6e252,Sampaio,Loja Online,2024-05-09 01:23:38,3.12,0
3f8ed895-2d18-4f73-b827-91b85ab49de2,8913964e-8ce9-40b7-899f-3b80d626831c,Lima Rodrigues S/A,Livraria,2023-07-27 17:04:21,21.81,0
bc87b8d3-4418-4fa7-99b2-3301da317e6a,a39774da-6c70-49e1-b86d-28e8e6222481,Cardoso,Loja de Conveniência,2024-11-03 21:50:57,5.61,0
c6c3e35f-038b-4fca-a1df-60c95eec7c52,c2117b1d-46e3-49b2-8cd9-7e5ded3be66e,Abreu S/A,Restaurante,2023-12-10 14:57:30,35.46,0
2d9977d2-79a1-4071-89cc-526819c99882,0f61a6a6-1374-428e-bf19-6a8267018997,Cardoso - EI,Seguros,2023-02-26 01:37:53,6.66,0
ed0bdec4-0ad7-4480-b594-ff3dee3de428,04d52cb2-65e6-41c3-82f0-0f5023a37869,Azevedo,Companhia Aérea,2023-04-24 01:14:33,129.01,0
7bd1cad1-a28c-4a6a-9299-aa240a3be309,6779031d-2720-4b08-9b27-6be5e5719d4a,Barros e Filhos,Loja de Roupas,2023-08-19 02:44:59,7.85,0
5af705d9-be0d-4e61-bac2-f348b7114d0c,b7d13625-5629-4ee9-a750-6e34cb455e5e,da Costa - EI,Seguros,2023-12-05 15:55:39,264.2,0
472257cf-9bfb-4336-b899-32bab1dd0ff8,25fb9d12-731e-4182-b977-dd8ce343767e,Costa,Hotel,2023-04-26 01:35:37,53.32,1
07effed7-4fbd-4462-a192-dec3739f1c14,58c57072-9fa4-4435-9459-830b1fea1f84,da Cunha,Pet Shop,2024-04-02 22:51:11,88.12,0
208701d0-c841-4d33-8f6a-96c427b7f7a2,4a65fdd8-16cc-408b-aab8-b79eef4a2e54,Siqueira e Filhos,Loja de Decoração,2024-02-24 03:33:05,26.39,0
f5b2f551-d6ee-4ad0-a41a-1fac7d23525d,0d916e46-227a-449c-97a8-76bf652e9137,Campos,E-commerce,2023-03-15 23:46:02,96.41,0
7d333463-fb4e-40e8-9049-d085f34a5f7e,a7e18fe9-40a5-420f-a966-e8e1d9b301b0,Novais S/A,Livraria,2024-12-06 00:32:34,2.92,0
8053574e-5c0e-4726-82ec-e8c3433a8521,df35ea91-35f1-404b-ac7a-7830278704e8,Fonseca,Delivery,2024-05-18 11:26:56,25.07,0
5f276337-a152-4a5e-b971-a54fd33023b0,eedc59f2-1543-4829-996f-12cec3ee9084,Lopes e Filhos,Pet Shop,2024-11-05 20:23:08,27.44,0
9def4b41-3dee-42cc-a182-f7b6b372407f,a568fcc0-4705-403d-8768-b89ed6fad4e2,da Paz Guerra S.A.,Delivery,2023-02-25 03:14:33,51.33,0
e2c3469a-f6d6-4a0b-89cd-a8781dde6188,796010de-1c83-4b76-af72-966ae290bcfe,Pereira,Padaria,2024-06-22 16:58:41,4.55,0
225ee8c3-84ef-4647-9354-5b17987a7c40,da6dbb68-f43c-4801-a36d-d833e056d51d,Fogaça,Posto de Combustível,2024-02-24 07:01:20,4.12,0
8aa974f5-6d14-43df-b61f-d92806c70658,9836eb91-ae7d-40ab-a1df-6c426e0e75e9,Cunha S/A,Eletrônicos,2023-03-22 07:41:22,37.57,0
d47e8171-de58-4b17-a4b0-a311a762844b,ccc5bb9e-4025-4091-98f7-16cc04ca2cca,Caldeira S/A,Loja Online,2024-04-05 00:05:42,28.69,0
dd71a551-9c9d-41c0-b96c-fe1d171002d1,f1303ee0-efa7-4289-89fc-aa5343fc29b8,Campos,Loja de Conveniência,2024-02-09 23:12:52,27.13,0
f633edb6-5bd1-4b23-bb05-ebaf0d4bf68e,1d821e29-0a1b-416d-a105-2c30e3b4ede3,Lima,Seguros,2024-12-11 18:15:40,30.44,0
d264e193-59e6-40ac-9074-73cc8e235da2,7d2f1142-f76f-4192-9a40-98d448d0057a,da Paz,Mercado Livre,2023-06-20 02:55:22,8.88,0
cb44746e-b659-4fe7-9434-173f010ed84e,a7808955-a3b1-4d1f-8537-abf0fb1a9cdc,Peixoto e Filhos,Companhia Aérea,2023-07-27 11:06:45,26.54,0
069b8bc9-1957-429f-929a-03483d52a75c,148027f9-7eb5-4ba1-a47a-e03725f2882e,Farias,Delivery,2023-08-13 20:29:36,28.55,0
9f845b2f-1140-4ef9-9b21-11d585809232,bf263767-0f0e-48b9-8ae5-32e2d8b7534a,Sales Aparecida Ltda.,Mercado Livre,2023-07-28 03:14:07,8.52,1
f5c0d950-dd93-453e-bd68-74b77ce331d2,30b43f68-586f-4793-8d1d-9bce3fd1155f,Borges Pereira e Filhos,Fast Food,2023-08-22 01:30:34,188.47,1
bab3ed22-ea1f-46c0-a7d9-f4879c866318,079ecdbc-3952-4672-a9da-793eeddf071e,Freitas,Concessionária,2024-02-02 18:32:13,35.47,0
